exp,seed,domain,mode,fault_tag,n_episodes,mean_return,std_return,total_timesteps,actuator_dr_range,fault_strength,fault_indices,fault_start_step
resilient_actuatorDR_r0p30,0,target,eval_fault,a2_s0.3_t50,20,271.8780865093681,1.6171474584866044,800000,0.3,0.3,"(2,)",50
resilient_actuatorDR_r0p30,0,target,eval_fault,a2_s0.3_t150,20,607.5282119439738,3.6985936891289692,800000,0.3,0.3,"(2,)",150
resilient_actuatorDR_r0p30,1,target,eval,,20,1539.8135992888556,12.194799158140556,800000,0.3,,,
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.7_t0,20,1542.399285306592,11.559235171547025,800000,0.3,0.7,"(0,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.7_t50,20,1544.3241401284436,10.812247073581103,800000,0.3,0.7,"(0,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.7_t150,20,1542.221029696781,11.815427351020439,800000,0.3,0.7,"(0,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.5_t0,20,1547.0507162669942,12.196451643839504,800000,0.3,0.5,"(0,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.5_t50,20,1548.1425511870802,10.599159954092636,800000,0.3,0.5,"(0,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.5_t150,20,1546.210183793771,12.654446016561618,800000,0.3,0.5,"(0,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.3_t0,20,1551.5180689259987,11.214378266934157,800000,0.3,0.3,"(0,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.3_t50,20,1539.8398364638572,8.140249631744771,800000,0.3,0.3,"(0,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a0_s0.3_t150,20,1549.4327188065429,9.687213094998485,800000,0.3,0.3,"(0,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.7_t0,20,1544.006721072527,12.549103585182134,800000,0.3,0.7,"(1,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.7_t50,20,1538.1065280849393,11.738831012709783,800000,0.3,0.7,"(1,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.7_t150,20,1551.140830436995,10.409110879915323,800000,0.3,0.7,"(1,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.5_t0,20,1541.5602547774383,5.735586172524011,800000,0.3,0.5,"(1,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.5_t50,20,1549.5574574009102,8.57640831172854,800000,0.3,0.5,"(1,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.5_t150,20,1558.6216119572339,3.7674816209505173,800000,0.3,0.5,"(1,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.3_t0,20,1553.4194106846403,8.663797162094395,800000,0.3,0.3,"(1,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.3_t50,20,1552.6888732309592,8.69818982906593,800000,0.3,0.3,"(1,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a1_s0.3_t150,20,1553.7984894603755,5.596889326270627,800000,0.3,0.3,"(1,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.7_t0,20,507.90392211313247,3.4666666933669004,800000,0.3,0.7,"(2,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.7_t50,20,508.0799548495099,2.3276772855833787,800000,0.3,0.7,"(2,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.7_t150,20,876.7042023036826,15.101320624189624,800000,0.3,0.7,"(2,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.5_t0,20,346.3639278513478,1.190647297648915,800000,0.3,0.5,"(2,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.5_t50,20,346.6317363167137,1.4150813314763213,800000,0.3,0.5,"(2,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.5_t150,20,677.937767678359,17.42790324682817,800000,0.3,0.5,"(2,)",150
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.3_t0,20,241.52051836655605,1.8771214934632954,800000,0.3,0.3,"(2,)",0
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.3_t50,20,244.08916850553405,1.4047421862585936,800000,0.3,0.3,"(2,)",50
resilient_actuatorDR_r0p30,1,target,eval_fault,a2_s0.3_t150,20,616.691735487728,5.542170541394637,800000,0.3,0.3,"(2,)",150
resilient_actuatorDR_r0p30,2,target,eval,,20,1149.9209689407453,30.61880212314912,800000,0.3,,,
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.7_t0,20,1044.9470862382839,38.93788442561852,800000,0.3,0.7,"(0,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.7_t50,20,1032.2959149397902,66.60240169475436,800000,0.3,0.7,"(0,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.7_t150,20,1115.2631233002137,41.47978462178322,800000,0.3,0.7,"(0,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.5_t0,20,952.9592731157323,50.23498171120987,800000,0.3,0.5,"(0,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.5_t50,20,918.6087133474115,41.5628727755003,800000,0.3,0.5,"(0,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.5_t150,20,1063.3750319276262,38.89946518396125,800000,0.3,0.5,"(0,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.3_t0,20,1002.0226000838308,27.422194603791745,800000,0.3,0.3,"(0,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.3_t50,20,928.1182218614356,31.901781457072882,800000,0.3,0.3,"(0,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a0_s0.3_t150,20,1058.199388076005,36.843668977331525,800000,0.3,0.3,"(0,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.7_t0,20,1111.4632849044372,65.78715874257644,800000,0.3,0.7,"(1,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.7_t50,20,1177.2580506175664,47.934313831505065,800000,0.3,0.7,"(1,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.7_t150,20,1161.8712569172833,48.252350911682335,800000,0.3,0.7,"(1,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.5_t0,20,1536.7275737156192,41.98815683797366,800000,0.3,0.5,"(1,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.5_t50,20,1549.3220952980544,40.1841459475209,800000,0.3,0.5,"(1,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.5_t150,20,1241.0256462163832,82.4780534538907,800000,0.3,0.5,"(1,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.3_t0,20,1536.9828589368817,114.10011260788151,800000,0.3,0.3,"(1,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.3_t50,20,1561.9964326958102,6.83410298333774,800000,0.3,0.3,"(1,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a1_s0.3_t150,20,1523.783770178166,114.02786591946737,800000,0.3,0.3,"(1,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.7_t0,20,735.3734758258736,6.947593239119466,800000,0.3,0.7,"(2,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.7_t50,20,736.1762368913511,8.752740649481058,800000,0.3,0.7,"(2,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.7_t150,20,754.6642323583919,4.4538019112555745,800000,0.3,0.7,"(2,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.5_t0,20,442.4243188775451,7.795198492791244,800000,0.3,0.5,"(2,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.5_t50,20,435.2155431306008,3.2450982084779776,800000,0.3,0.5,"(2,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.5_t150,20,622.4215612228351,1.6277336360251269,800000,0.3,0.5,"(2,)",150
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.3_t0,20,322.0754397340705,2.739986382005681,800000,0.3,0.3,"(2,)",0
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.3_t50,20,316.6379727023415,1.3270846071795754,800000,0.3,0.3,"(2,)",50
resilient_actuatorDR_r0p30,2,target,eval_fault,a2_s0.3_t150,20,578.913120116655,2.54572158131868,800000,0.3,0.3,"(2,)",150
