timesteps,is_success,time_to_goal,violations,fell
601932,1,96,0,0
601980,1,62,0,0
602136,1,109,2,0
602160,1,64,0,0
602196,1,100,0,0
602202,0,-1,0,0
602346,0,-1,1,0
602442,1,40,0,0
602466,1,45,0,0
602586,1,109,0,0
602688,1,57,0,0
602772,1,51,0,0
602796,1,106,0,0
602898,1,35,0,0
602910,0,-1,0,0
602934,0,-1,0,0
602976,1,140,0,0
603198,1,48,0,0
603282,1,116,0,0
603324,1,71,3,0
603378,1,67,0,0
603444,1,41,0,0
603498,1,117,0,0
603540,1,36,0,0
603564,1,105,0,0
603564,1,47,0,0
603780,0,-1,2,0
603876,1,63,0,0
604086,0,-1,7,1
604116,1,56,0,0
604146,1,89,0,0
604212,1,112,0,0
604296,1,70,0,0
604356,1,45,0,0
604428,0,-1,0,0
604470,0,-1,1,0
604620,1,79,0,0
604650,1,73,0,0
604662,1,51,0,0
604716,1,70,0,0
604722,0,-1,0,0
604878,1,54,0,0
604890,1,77,0,0
604944,1,37,0,0
605052,1,72,0,0
605100,1,68,0,0
605202,1,52,0,0
605208,1,82,0,0
605328,1,64,0,0
605346,1,78,0,0
605430,1,63,0,0
605502,1,67,0,0
605550,1,57,0,0
605658,1,55,0,0
605676,1,55,0,0
605706,1,84,0,0
605880,1,75,0,0
605886,0,-1,12,1
606000,0,-1,1,0
606000,1,75,0,0
606102,0,-1,3,1
606150,1,82,0,0
606156,1,109,0,0
606228,1,57,0,0
606264,1,44,0,0
606486,1,64,0,0
606612,1,58,0,0
606618,1,123,0,0
606624,1,66,0,0
606642,1,81,0,0
606882,1,40,0,0
606888,1,115,0,0
606978,1,82,0,0
607038,1,71,0,0
607104,1,37,0,0
607122,1,83,0,0
607170,1,47,0,0
607278,1,110,0,0
607308,0,-1,0,0
607542,1,73,0,0
607602,1,104,0,0
607704,1,97,0,0
607848,1,41,0,0
607908,1,100,0,0
607914,1,146,0,0
607998,1,76,0,0
608028,1,76,0,0
608172,1,44,0,0
608316,1,67,0,0
608382,1,113,0,0
608382,1,59,0,0
608508,1,110,0,0
608646,1,44,0,0
608778,1,77,0,0
608892,1,64,0,0
608970,1,162,0,0
609084,1,117,0,0
609150,1,81,0,0
609198,1,70,0,0
609264,1,49,0,0
609264,1,182,0,0
609294,1,35,0,0
609540,1,108,0,0
609618,1,59,0,0
609672,1,68,0,0
609786,1,41,0,0
609792,1,94,0,0
609816,1,87,0,0
609930,1,43,0,0
610026,1,35,0,0
610026,1,37,0,0
610128,1,85,0,0
610266,1,186,0,0
610446,1,53,0,0
610506,1,80,0,0
610512,1,41,0,0
610548,1,94,0,0
610620,1,99,0,0
610644,1,33,0,0
610710,1,154,0,0
610812,1,50,0,0
610944,1,54,0,0
611004,1,49,0,0
611028,1,86,0,0
611052,1,84,0,0
611154,1,85,0,0
611298,1,81,0,0
611364,1,48,0,0
611382,1,59,0,0
611424,1,80,0,0
611538,1,89,0,0
611736,1,62,0,0
611748,1,75,3,0
611790,1,68,0,0
611862,1,73,0,0
611868,0,-1,2,0
612114,1,42,0,0
612192,1,130,0,0
612270,1,89,0,0
612306,0,-1,11,1
612354,1,38,0,0
612396,1,89,0,0
612426,1,84,0,0
612528,1,56,0,0
612570,1,50,0,0
612600,1,49,0,0
612648,1,49,0,0
612684,0,-1,1,0
612780,1,64,0,0
612954,1,51,0,0
612972,1,74,0,0
613140,1,90,0,0
613164,1,64,0,0
613176,1,115,0,0
613266,1,97,0,0
613314,1,29,0,0
613434,1,80,0,0
613470,0,-1,0,0
613548,1,70,0,0
613566,1,67,0,0
613770,1,84,0,0
613794,1,54,0,0
613842,1,111,0,0
613890,1,76,0,0
614022,1,79,0,0
614022,1,42,0,0
614118,1,71,0,0
614166,1,62,0,0
614292,1,75,0,0
614430,0,-1,2,0
614466,1,96,0,0
614508,1,81,0,0
614586,1,78,0,0
614622,1,76,0,0
614736,0,-1,1,0
614778,1,81,0,0
614802,1,56,0,0
614844,1,43,0,0
614850,1,70,0,0
614874,1,61,0,0
615192,1,65,0,0
615216,1,80,0,0
615246,1,63,0,0
615270,1,82,0,0
615312,1,73,0,0
615414,1,37,7,0
615486,1,45,0,0
615522,1,112,0,0
615588,1,57,0,0
615780,1,84,0,0
615804,1,36,0,0
615864,1,92,0,0
615888,1,62,11,1
615996,1,79,0,0
616032,1,42,0,0
616116,1,52,0,0
616254,1,56,0,0
616266,1,142,0,0
616314,1,47,0,0
616398,1,47,0,0
616410,0,-1,0,0
616422,1,71,0,0
616464,1,96,0,0
616620,1,51,0,0
616752,1,55,0,0
616752,1,81,3,0
616920,1,85,0,0
616980,1,97,0,0
617004,1,64,0,0
617010,1,91,0,0
617112,1,32,0,0
617172,1,70,0,0
617292,1,47,0,0
617304,1,92,0,0
617376,1,62,0,0
617490,1,85,0,0
617550,1,69,0,0
617640,1,78,0,0
617682,1,51,0,0
617808,1,86,0,0
617964,0,-1,2,0
617994,1,59,0,0
618036,1,81,0,0
618072,1,97,0,0
618108,1,134,0,0
618264,1,97,0,0
618300,1,56,0,0
618330,1,37,0,0
618348,1,59,0,0
618432,1,60,0,0
618504,1,40,0,0
618594,1,44,0,0
618606,1,51,0,0
618678,1,107,0,0
618822,1,53,0,0
618822,1,79,1,0
618960,1,88,2,0
618972,0,-1,4,0
618984,1,65,0,0
619032,1,71,0,0
619092,1,45,0,0
619194,1,37,0,0
619344,1,60,0,0
619416,1,72,0,0
619476,1,74,0,0
619590,1,83,0,0
619680,1,56,0,0
619692,1,145,4,0
619710,1,86,0,0
619998,1,51,0,0
620064,1,79,0,0
620118,1,117,0,0
620166,1,81,0,0
620190,1,80,0,0
620328,1,55,0,0
620352,1,146,0,0
620370,0,-1,1,0
620466,1,58,0,0
620634,1,47,0,0
620670,1,84,0,0
620736,1,34,0,0
620796,1,71,0,0
620796,1,78,0,0
620832,0,-1,2,0
620898,0,-1,0,0
621084,1,48,0,0
621102,1,152,0,0
621258,1,77,0,0
621300,1,70,0,0
621378,1,118,0,0
621450,1,58,0,0
621486,1,67,0,0
621564,1,51,0,0
621636,1,123,0,0
621744,1,74,0,0
621798,0,-1,5,0
621822,1,62,0,0
621912,1,58,0,0
622056,1,95,0,0
622104,1,51,0,0
622122,1,63,0,0
622308,0,-1,5,0
622356,1,39,0,0
622368,1,52,0,0
622458,1,137,6,0
622518,1,101,0,0
622632,1,52,0,0
622644,1,137,0,0
622680,1,37,0,0
622794,1,27,0,0
622860,1,82,0,0
622968,1,75,0,0
622980,1,103,10,0
623040,1,60,0,0
623172,1,88,0,0
623202,1,68,0,0
623280,1,50,0,0
623502,1,107,0,0
623544,1,44,0,0
623646,1,101,4,0
623646,1,113,0,0
623748,1,91,0,0
623760,1,98,0,0
623862,1,60,0,0
624000,1,59,0,0
624132,1,98,0,0
624168,1,68,0,0
624222,1,79,0,0
624258,1,66,0,0
624288,1,107,0,0
624360,1,60,0,0
624486,1,59,0,0
624498,1,35,0,0
624546,1,54,0,0
624606,1,73,0,0
624672,1,52,0,0
624774,1,38,0,0
624984,1,121,0,0
625020,1,87,0,0
625110,1,56,0,0
625164,1,113,0,0
625170,1,94,0,0
625422,1,73,0,0
625434,1,44,0,0
625488,1,78,0,0
625506,1,57,0,0
625524,1,142,0,0
625704,1,99,0,0
625788,0,-1,6,1
625812,1,65,3,0
625878,1,74,0,0
625998,1,85,0,0
626094,1,65,0,0
626196,1,64,0,0
626220,1,119,0,0
626244,1,61,0,0
626310,0,-1,0,0
626352,1,43,0,0
626634,1,106,0,0
626688,1,78,0,0
626700,1,152,0,0
626700,1,43,0,0
626700,1,84,0,0
626850,1,90,0,0
627060,1,62,0,0
627096,1,66,0,0
627108,0,-1,5,0
627150,1,50,0,0
627168,1,89,0,0
627408,1,118,0,0
627426,1,55,0,0
627570,1,77,0,0
627654,1,71,0,0
627864,1,73,0,0
627882,1,122,0,0
627930,1,87,0,0
627954,1,50,0,0
628038,1,78,0,0
628044,1,146,0,0
628062,1,33,0,0
628248,1,53,0,0
628278,1,66,0,0
628410,1,61,0,0
628512,1,71,0,0
628632,0,-1,0,0
628728,1,129,0,0
628734,1,76,0,0
628770,1,43,0,0
628806,1,83,0,0
628866,0,-1,0,0
628980,1,33,0,0
629088,1,76,0,0
629136,1,55,0,0
629256,1,168,0,0
629274,1,91,0,0
629358,1,82,0,0
629448,1,60,0,0
629496,1,86,0,0
629508,1,62,0,0
629586,1,55,0,0
629706,1,72,0,0
629772,1,44,0,0
629796,1,50,0,0
629826,1,40,0,0
630006,1,93,0,0
630096,1,123,0,0
630186,1,80,3,0
630216,1,70,0,0
630354,1,97,0,0
630396,1,50,0,0
630486,1,45,0,0
630498,1,82,0,0
630534,1,58,0,0
630618,1,44,0,0
630762,1,156,0,0
630834,1,73,0,0
630882,1,64,0,0
630960,1,71,0,0
631014,1,82,0,0
631206,1,98,0,0
631230,1,78,0,0
631320,1,51,0,0
631356,1,79,0,0
631416,1,97,0,0
631512,1,32,0,0
631536,1,96,0,0
631668,1,73,0,0
631788,1,72,0,0
631824,1,68,0,0
631836,1,54,0,0
631866,0,-1,0,0
632046,0,-1,16,0
632052,1,36,0,0
632058,1,65,0,0
632130,1,44,0,0
632220,0,-1,6,1
632364,1,52,0,0
632364,1,90,0,0
632376,1,140,0,0
632550,1,82,0,0
632592,1,77,0,0
632604,0,-1,0,0
632718,1,59,0,0
632736,1,60,0,0
632748,1,88,0,0
632772,1,30,0,0
632784,1,39,0,0
632988,1,42,0,0
633102,1,55,0,0
633102,1,59,0,0
633102,1,53,0,0
633240,1,106,0,0
633264,1,91,0,0
633390,1,48,0,0
633534,1,49,0,0
633534,1,45,0,0
633534,1,72,0,0
633654,1,92,5,0
633702,1,119,0,0
633816,1,71,0,0
633852,1,53,0,0
633882,1,30,2,0
634074,1,90,0,0
634152,1,83,0,0
634170,1,53,0,0
634212,1,23,0,0
634260,1,74,0,0
634302,1,68,0,0
634464,1,52,0,0
634470,1,43,0,0
634542,0,-1,16,1
634548,0,-1,0,0
634644,1,64,0,0
634644,1,57,0,0
634698,1,88,0,0
634932,1,39,0,0
634944,1,50,0,0
634944,1,66,0,0
634986,1,74,0,0
635004,1,90,0,0
635082,1,73,0,0
635322,1,65,0,0
635328,1,57,0,0
635358,1,69,0,0
635436,1,72,0,0
635472,1,88,0,0
635592,1,85,0,0
635706,1,63,0,0
635814,1,57,0,0
635892,1,95,0,0
635898,1,77,0,0
635940,1,97,0,0
635940,1,58,0,0
636042,1,38,0,0
636138,0,-1,2,0
636198,1,50,0,0
636330,0,-1,0,0
636366,1,54,0,0
636402,1,116,0,0
636438,1,91,0,0
636480,1,57,0,0
636510,1,67,0,0
636738,1,43,0,0
636762,1,72,0,0
636942,1,72,2,0
636960,0,-1,8,1
636990,1,104,0,0
637152,1,119,0,0
637224,1,137,0,0
637278,1,86,0,0
637374,1,64,0,0
637566,1,48,0,0
637572,1,33,0,0
637578,1,103,0,0
637596,1,62,0,0
637626,1,79,0,0
637854,1,47,0,0
637860,1,153,0,0
637956,1,65,0,0
638106,1,75,0,0
638136,1,93,3,0
638202,1,57,0,0
638238,1,64,0,0
638370,1,39,0,0
638406,1,75,0,0
638412,0,-1,5,1
638598,1,162,0,0
638616,1,85,0,0
638688,1,47,0,0
638772,1,29,0,0
638940,1,123,0,0
638964,1,92,0,0
639030,1,110,0,0
639096,1,26,0,0
639132,1,86,0,0
639408,1,52,0,0
639420,1,76,0,0
639444,1,69,0,0
639456,1,104,0,0
639678,1,91,0,0
639702,1,166,0,0
639798,1,59,0,0
639930,0,-1,0,0
639942,1,81,0,0
640098,0,-1,0,0
640146,1,123,0,0
640152,1,122,0,0
640236,1,51,0,0
640392,1,75,0,0
640398,1,100,0,0
640488,1,65,0,0
640524,1,62,0,0
640566,1,70,0,0
640584,1,58,0,0
640668,1,46,0,0
640782,1,63,0,0
640872,1,64,0,0
641094,1,95,0,0
641118,1,89,0,0
641130,0,-1,4,0
641238,1,95,0,0
641346,1,42,0,0
641376,1,99,0,0
641454,1,36,0,0
641490,1,103,0,0
641634,1,24,0,0
641712,1,99,0,0
641754,1,68,0,0
641772,1,107,0,0
641802,1,58,5,0
641934,1,37,0,0
641940,1,51,0,0
641994,1,32,0,0
642018,1,41,0,0
642168,1,39,0,0
642228,0,-1,22,0
642276,1,87,0,0
642390,1,169,0,0
642492,1,79,0,0
642630,1,59,0,0
642690,1,116,0,0
642690,1,50,0,0
642702,1,89,1,0
642834,1,34,0,0
642846,1,103,0,0
643044,1,59,0,0
643056,1,59,0,0
643098,1,101,0,0
643140,1,75,0,0
643284,1,75,0,0
643284,1,63,0,0
643368,1,54,0,0
643512,1,62,0,0
643620,1,94,0,0
643620,1,56,0,0
643740,1,76,0,0
643776,1,113,0,0
643854,1,57,0,0
643902,0,-1,0,0
643986,1,35,0,0
644004,1,106,0,0
644082,0,-1,0,0
644178,1,73,0,0
644280,1,110,0,0
644340,1,81,0,0
644568,1,97,0,0
644604,0,-1,7,0
644718,1,90,0,0
644736,1,109,2,0
644808,0,-1,1,0
644964,0,-1,7,1
644964,1,104,0,0
644994,1,71,0,0
645030,0,-1,3,0
645096,1,82,0,0
645108,1,62,0,0
645300,1,45,0,0
645408,1,69,0,0
645408,1,188,0,0
645450,1,81,0,0
645504,1,68,2,0
645630,1,87,0,0
645780,1,62,0,0
645942,0,-1,1,0
645972,1,94,0,0
646038,1,89,0,0
646086,1,76,0,0
646098,1,133,0,0
646212,0,-1,2,0
646326,1,91,0,0
646332,0,-1,12,1
646350,1,52,0,0
646440,1,38,0,0
646482,1,85,0,0
646590,1,108,0,0
646716,1,61,0,0
646908,1,96,10,0
646980,1,90,0,0
647076,1,125,0,0
647268,1,60,0,0
647292,1,47,0,0
647394,1,53,0,0
647412,0,-1,0,0
647424,1,139,0,0
647532,1,42,0,0
647628,1,55,0,0
647646,1,37,0,0
647652,1,43,0,0
647880,1,78,0,0
647916,1,239,14,0
648012,1,60,0,0
648168,1,79,0,0
648186,1,109,0,0
648228,1,58,1,0
648246,1,100,0,0
648396,1,35,0,0
648414,1,83,0,0
648426,1,60,0,0
648432,1,44,0,0
648576,1,58,0,0
648582,1,56,0,0
648714,1,50,0,0
648840,1,74,0,0
648894,1,52,0,0
649008,1,49,0,0
649026,1,75,0,0
649242,1,56,0,0
649266,1,40,0,0
649320,1,80,0,0
649332,1,121,0,0
649452,1,74,0,0
649566,1,189,0,0
649788,1,76,0,0
649866,1,104,0,0
649902,1,75,0,0
649974,1,109,0,0
650046,0,-1,9,1
650076,1,85,0,0
650274,1,32,0,0
650412,1,91,0,0
650484,1,85,0,0
650664,1,205,0,0
650718,1,51,0,0
650736,1,77,0,0
650754,1,118,0,0
650778,1,134,0,0
650796,1,52,0,0
650904,1,28,0,0
650928,1,35,0,0
651090,1,71,0,0
651096,1,53,0,0
651216,1,52,0,0
651378,1,97,0,0
651402,1,79,0,0
651432,1,53,0,0
651468,1,119,0,0
651504,1,69,0,0
651732,1,50,0,0
651738,1,59,0,0
651744,1,40,0,0
651834,1,61,0,0
651846,1,105,0,0
651882,1,80,0,0
652014,1,30,0,0
652122,1,63,0,0
652140,1,49,0,0
652260,1,87,0,0
652332,1,100,0,0
652416,1,49,0,0
652482,0,-1,0,0
652500,1,73,0,0
652602,1,77,0,0
652656,1,107,0,0
652686,1,45,0,0
652812,1,55,0,0
652932,1,112,0,0
652956,1,50,0,0
653046,1,91,0,0
653070,0,-1,0,0
653256,1,95,0,0
653298,1,81,0,0
653328,0,-1,0,0
653454,1,64,0,0
653472,1,29,0,0
653520,1,44,0,0
653550,1,37,0,0
653670,1,119,0,0
653742,1,46,0,0
653826,1,130,6,0
653982,1,85,0,0
653982,1,40,0,0
654018,1,58,0,0
654024,1,79,0,0
654030,1,85,0,0
654270,1,74,0,0
654270,1,40,0,0
654360,1,56,0,0
654516,1,89,0,0
654540,1,93,0,0
654606,1,56,0,0
654648,1,48,0,0
654684,1,69,0,0
654726,1,118,9,0
654876,0,-1,11,0
654894,1,48,0,0
655056,1,62,0,0
655158,1,107,0,0
655242,1,117,0,0
655254,1,60,0,0
655362,1,113,10,0
655548,1,112,0,0
655836,1,113,0,0
655860,1,82,0,0
655926,1,112,0,0
655944,1,148,10,0
655950,1,67,0,0
656004,1,124,13,0
656022,1,31,0,0
656118,1,43,0,0
656334,1,52,0,0
656394,1,46,0,0
656490,1,81,0,0
656580,1,82,0,0
656616,1,110,0,0
656658,1,117,0,0
656658,0,-1,1,0
656784,1,75,0,0
656832,1,29,0,0
656832,1,42,0,0
656928,1,52,0,0
657120,1,48,0,0
657174,1,86,0,0
657228,1,50,0,0
657264,1,72,0,0
657390,1,101,0,0
657402,1,133,0,0
657660,1,81,0,0
657810,0,-1,12,1
657822,1,93,0,0
657900,0,-1,0,0
657906,1,86,0,0
657972,1,95,0,0
657996,1,128,0,0
658110,1,48,0,0
658212,1,67,0,0
658290,1,30,0,0
658368,0,-1,8,1
658398,1,83,0,0
658536,1,94,0,0
658644,1,59,0,0
658668,1,112,0,0
658818,1,101,0,0
658932,0,-1,0,0
659028,1,110,0,0
659040,1,66,0,0
659220,1,101,0,0
659328,1,132,0,0
659424,1,64,0,0
659436,1,103,0,0
659454,1,39,0,0
659490,1,93,0,0
659592,1,26,0,0
659868,1,69,0,0
659904,1,146,0,0
659958,1,76,0,0
659970,1,107,0,0
659994,1,95,0,0
660270,1,61,15,0
660282,1,69,0,0
660318,1,53,0,0
660342,1,62,0,0
660402,1,135,0,0
660438,1,80,0,0
660522,1,34,0,0
660612,1,45,0,0
660744,1,51,0,0
660768,1,61,0,0
660852,1,95,0,0
660978,1,118,0,0
661176,0,-1,1,0
661224,0,-1,0,0
661260,1,123,0,0
661302,1,89,0,0
661320,1,96,0,0
661572,1,95,0,0
661584,1,162,2,0
661638,1,53,0,0
661656,0,-1,4,0
661716,1,82,0,0
661890,1,43,0,0
661914,1,43,0,0
661992,1,59,0,0
662034,1,129,2,0
662280,1,94,0,0
662316,1,122,4,0
662340,1,58,0,0
662358,1,78,0,0
662430,1,86,0,0
662532,1,42,0,0
662574,1,90,0,0
662754,1,37,0,0
662802,1,81,0,0
662856,1,71,0,0
662862,1,87,2,0
662910,1,92,0,0
663000,1,33,0,0
663054,1,30,0,0
663066,1,52,0,0
663276,1,117,0,0
663300,1,50,0,0
663318,1,77,0,0
663372,1,77,0,0
663414,1,60,0,0
663546,1,80,0,0
663666,1,61,0,0
663714,1,73,0,0
663834,1,77,0,0
663840,1,71,0,0
663900,1,97,0,0
663984,1,73,0,0
664224,1,93,0,0
664254,1,90,0,0
664296,1,77,0,0
664428,1,88,0,0
664434,1,99,0,0
664614,1,53,0,0
664656,1,72,0,0
664758,1,84,0,0
664788,1,134,2,0
664800,1,61,0,0
664812,1,64,0,0
664866,1,42,0,0
665076,1,70,0,0
665124,1,61,0,0
665256,1,76,0,0
665322,0,-1,1,0
665346,1,89,0,0
665346,1,45,0,0
665388,1,87,3,0
665622,1,50,0,0
665664,1,53,1,0
665688,1,72,0,0
665754,1,61,0,0
665844,1,83,0,0
666006,1,64,0,0
666156,1,67,0,0
666162,1,83,3,0
666192,1,234,0,0
666264,1,96,0,0
666276,1,72,0,0
666294,1,48,0,0
666420,1,38,0,0
666492,1,56,0,0
666546,1,47,0,0
666642,1,37,0,0
666708,1,72,0,0
666750,1,76,0,0
666840,1,33,0,0
666846,1,59,0,0
666894,0,-1,8,1
667068,1,85,0,0
667092,1,33,0,0
667128,1,47,0,0
667152,1,74,0,0
667326,1,33,0,0
667464,1,66,0,0
667608,0,-1,0,0
667644,1,92,0,0
667686,1,141,0,0
667728,0,-1,2,0
667746,1,99,0,0
667764,1,169,0,0
667860,1,42,0,0
667968,1,47,0,0
668016,1,92,0,0
668070,1,51,0,0
668082,1,56,0,0
668220,1,58,0,0
668280,1,92,0,0
668358,1,48,0,0
668370,1,59,0,0
668526,1,28,0,0
668544,1,77,0,0
668610,1,107,0,0
668658,1,32,2,0
668682,1,77,0,0
668688,1,53,0,0
668952,1,49,0,0
669156,1,78,0,0
669186,1,110,0,0
669198,1,86,0,0
669198,1,98,0,0
669420,1,146,0,0
669450,1,83,0,0
669570,0,-1,0,0
669582,1,64,0,0
669666,1,78,0,0
669696,1,90,0,0
669774,1,98,0,0
669840,1,45,0,0
669852,1,45,0,0
669858,1,73,0,0
669966,1,50,0,0
670026,1,28,0,0
670032,1,30,0,0
670170,1,79,0,0
670320,1,80,0,0
670356,1,97,0,0
670410,1,63,0,0
670428,1,77,0,0
670458,1,48,0,0
670464,1,64,0,0
670638,1,35,0,0
670710,1,50,0,0
670740,1,70,0,0
670860,1,67,0,0
670980,1,45,0,0
671052,1,69,0,0
671058,1,117,0,0
671088,1,104,0,0
671286,1,38,0,0
671322,0,-1,6,1
671340,0,-1,1,0
671352,1,62,3,0
671394,1,89,0,0
671424,1,56,0,0
671514,0,-1,5,1
671598,1,34,0,0
671616,1,55,0,0
671778,1,73,0,0
671802,1,48,0,0
671886,1,89,0,0
671952,1,59,0,0
672006,1,38,0,0
672078,1,123,0,0
672222,1,101,0,0
672258,1,76,0,0
672276,1,65,0,0
672312,1,51,0,0
672342,0,-1,4,0
672594,1,47,0,0
672660,1,53,0,0
672750,1,112,0,0
672804,1,97,0,0
672972,1,119,0,0
673002,1,121,0,0
673122,1,85,0,0
673122,1,62,0,0
673218,0,-1,8,0
673308,1,72,0,0
673338,1,113,0,0
673362,1,40,0,0
673392,1,45,0,0
673554,1,56,0,0
673566,1,99,0,0
673860,1,92,0,0
673938,1,91,0,0
673980,1,107,0,0
674070,1,84,0,0
674178,1,136,0,0
674292,0,-1,2,0
674340,1,60,0,0
674460,1,87,0,0
674508,1,159,0,0
674682,1,37,0,0
674694,1,139,0,0
674778,1,100,0,0
674796,1,57,0,0
674796,1,48,0,0
674904,1,94,0,0
674976,1,47,0,0
675036,1,59,0,0
675042,1,41,0,0
675090,1,49,0,0
675162,1,64,0,0
675270,1,49,0,0
675312,1,45,0,0
675558,1,109,0,0
675588,1,92,0,0
675618,1,58,0,0
675648,1,81,0,0
675738,1,108,0,0
675798,1,81,0,0
675972,1,69,0,0
676038,1,40,0,0
676086,1,83,0,0
676092,1,59,0,0
676164,1,91,0,0
676200,1,92,0,0
676260,1,37,0,0
676362,1,33,0,0
676524,1,92,0,0
676524,1,44,0,0
676578,1,81,0,0
676788,1,117,0,0
676854,1,82,0,0
676956,0,-1,5,0
677124,1,91,0,0
677136,1,156,0,0
677142,1,59,0,0
677208,1,59,0,0
677232,1,118,0,0
677322,1,61,0,0
677418,1,31,0,0
677484,1,57,0,0
677490,1,47,0,0
677496,1,60,0,0
677628,1,51,0,0
677676,1,30,0,0
677694,1,95,0,0
677766,1,47,0,0
677814,1,54,0,0
678036,1,57,0,0
678090,1,112,0,0
678156,1,80,0,0
678204,1,65,0,0
678312,1,91,0,0
678378,1,125,0,0
678426,1,45,0,0
678480,1,46,2,0
678498,0,-1,4,0
678552,1,40,0,0
678576,1,81,0,0
678660,1,47,0,0
678678,1,107,0,0
678840,1,60,0,0
678846,1,58,0,0
678882,1,37,0,0
678966,1,48,0,0
678996,1,70,0,0
679134,1,49,0,0
679140,1,98,0,0
679362,1,86,0,0
679368,1,62,0,0
679410,1,74,0,0
679542,1,67,0,0
679548,1,69,0,0
679560,1,33,0,0
679584,1,117,0,0
679698,1,55,0,0
679728,1,31,0,0
679866,1,76,0,0
679884,1,56,0,0
679896,1,56,0,0
679956,1,43,0,0
680148,1,44,0,0
680202,1,79,0,0
680268,1,114,0,0
680292,1,56,0,0
680304,1,73,0,0
680334,1,73,0,0
680346,0,-1,7,0
680364,0,-1,0,0
680724,1,60,0,0
680730,1,77,0,0
680886,1,114,0,0
680958,1,38,0,0
681012,1,118,0,0
681108,1,129,3,0
681252,1,88,0,0
681288,1,55,0,0
681378,1,61,0,0
681420,1,179,0,0
681432,1,54,0,0
681474,1,98,1,0
681486,1,39,0,0
681684,1,66,0,0
681816,1,57,0,0
681846,1,60,0,0
681864,1,81,0,0
681972,1,92,0,0
682056,1,40,0,0
682092,1,20,0,0
682116,1,114,0,0
682248,1,51,0,0
682356,1,44,0,0
682356,1,50,0,0
682362,1,41,0,0
682374,1,85,0,0
682494,1,108,0,0
682710,1,77,0,0
682806,1,72,0,0
682854,1,83,0,0
682896,1,89,1,0
682902,1,61,0,0
683076,1,120,0,0
683190,1,80,0,0
683346,1,45,0,0
683352,1,76,0,0
683364,1,85,0,0
683376,1,79,0,0
683424,1,103,0,0
683478,1,48,0,0
683730,1,64,0,0
683754,0,-1,3,0
683796,0,-1,0,0
683856,1,80,2,0
683946,1,99,0,0
683964,0,-1,0,0
684006,1,46,0,0
684036,1,47,0,0
684228,1,37,0,0
684234,1,63,0,0
684378,1,69,0,0
684426,1,65,0,0
684432,1,33,0,0
684504,1,46,0,0
684570,0,-1,0,0
684588,0,-1,0,0
684708,1,124,0,0
684744,1,52,0,0
684894,1,54,0,0
685056,1,105,0,0
685056,1,52,0,0
685086,1,63,0,0
685206,1,117,0,0
685254,1,33,0,0
685302,1,105,0,0
685392,1,56,0,0
685440,1,59,0,0
685518,1,104,0,0
685716,1,46,0,0
685866,1,110,2,0
685866,1,58,0,0
685884,1,97,0,0
685890,1,91,0,0
686046,1,109,0,0
686196,1,55,0,0
686202,1,52,0,0
686352,1,81,0,0
686424,1,90,0,0
686496,1,75,0,0
686520,1,117,0,0
686562,1,60,0,0
686616,1,44,0,0
686628,1,72,0,0
686868,1,42,0,0
686880,1,60,0,0
686916,1,48,0,0
687006,1,97,0,0
687072,1,96,0,0
687156,1,40,0,0
687372,1,135,0,0
687414,1,91,0,0
687426,1,70,0,0
687486,1,69,0,0
687492,1,56,0,0
687528,1,108,0,0
687708,1,36,0,0
687738,1,42,0,0
687816,1,74,0,0
687864,1,75,0,0
687924,1,66,0,0
687972,1,91,0,0
688008,1,49,0,0
688020,1,47,0,0
688110,1,49,0,0
688284,1,46,0,0
688344,1,70,0,0
688416,1,74,0,0
688428,0,-1,0,0
688470,1,60,0,0
688560,1,90,0,0
688686,1,57,0,0
688764,1,56,0,0
688890,1,79,0,0
689028,1,78,0,0
689124,1,109,0,0
689166,1,67,0,0
689190,1,151,0,0
689220,1,89,0,0
689412,1,87,0,0
689502,0,-1,0,0
689508,1,48,0,0
689562,1,89,0,0
689604,1,69,0,0
689742,1,39,0,0
689808,0,-1,4,0
689844,1,40,0,0
689898,1,80,0,0
689940,1,63,0,0
690036,1,49,0,0
690084,1,92,0,0
690132,1,48,2,0
690174,1,61,0,0
690294,1,43,0,0
690378,1,73,0,0
690384,1,42,0,0
690492,1,99,0,0
690534,1,75,0,0
690576,1,32,0,0
690660,1,75,0,0
690696,1,27,0,0
690738,1,74,0,0
691038,1,77,0,0
691068,1,96,0,0
691152,1,69,0,0
691158,1,130,0,0
691224,1,94,0,0
691230,0,-1,0,0
691290,1,37,0,0
691344,1,51,0,0
691350,1,109,0,0
691524,1,30,0,0
691566,1,46,0,0
691572,1,70,0,0
691584,1,59,0,0
691740,1,86,0,0
691782,1,72,0,0
691836,1,42,0,0
691944,1,70,1,0
692022,0,-1,0,0
692034,1,77,0,0
692076,1,85,0,0
692148,1,34,0,0
692250,1,69,0,0
692430,1,68,0,0
692490,1,76,0,0
692514,1,122,1,0
692538,1,76,0,0
692676,1,88,0,0
692784,1,59,0,0
692790,1,90,0,0
692802,1,52,0,0
692952,1,73,0,0
692976,1,73,0,0
692994,1,35,0,0
693048,1,43,0,0
693138,1,31,0,0
693222,1,91,0,0
693300,1,66,0,0
693438,1,77,0,0
693504,1,61,0,0
693534,1,52,0,0
693570,1,87,4,0
693684,1,115,0,0
693690,1,31,0,0
693840,1,45,0,0
693840,0,-1,10,1
693888,1,98,0,0
693888,1,75,0,0
693900,1,61,0,0
