timesteps,is_success,time_to_goal,violations,fell
1265604,1,55,0,0
1265652,1,33,0,0
1265712,1,82,0,0
1265796,1,53,0,0
1265844,1,62,0,0
1265856,1,34,0,0
1265910,1,59,0,0
1265928,1,54,0,0
1266042,1,33,0,0
1266090,1,27,0,0
1266132,1,56,0,0
1266222,1,85,0,0
1266330,1,48,0,0
1266366,1,85,0,0
1266402,1,82,0,0
1266546,1,69,0,0
1266552,1,55,0,0
1266618,1,48,0,0
1266696,1,101,0,0
1266714,1,58,0,0
1266792,1,40,0,0
1266834,1,72,0,0
1266882,1,56,0,0
1266924,1,38,0,0
1266930,1,52,0,0
1266936,1,37,0,0
1267056,1,29,0,0
1267116,1,47,0,0
1267158,1,37,0,0
1267206,1,69,0,0
1267320,1,44,0,0
1267320,1,65,0,0
1267362,1,41,0,0
1267422,1,36,3,0
1267536,0,-1,0,0
1267548,1,31,0,0
1267560,1,40,0,0
1267620,1,116,14,0
1267674,1,86,0,0
1267704,1,64,0,0
1267710,0,-1,0,0
1267770,1,37,0,0
1267866,1,41,0,0
1267944,1,29,0,0
1267956,1,42,0,0
1267962,1,71,0,0
1268166,1,37,0,0
1268220,1,43,0,0
1268244,1,52,0,0
1268250,1,96,0,0
1268274,1,53,0,0
1268322,1,76,0,0
1268466,1,41,0,0
1268502,1,56,0,0
1268544,0,-1,2,0
1268580,1,43,0,0
1268628,1,63,0,0
1268634,1,65,0,0
1268742,1,27,0,0
1268754,1,57,0,0
1268856,1,37,0,0
1268868,1,38,0,0
1268964,1,77,0,0
1269000,1,76,0,0
1269030,1,27,0,0
1269066,1,52,0,0
1269126,1,45,0,0
1269150,1,68,0,0
1269300,1,50,0,0
1269312,1,27,0,0
1269396,1,61,0,0
1269558,1,99,0,0
1269570,1,45,0,0
1269588,1,64,0,0
1269588,1,46,0,0
1269654,1,98,0,0
1269690,0,-1,7,1
1269708,1,52,0,0
1269750,1,27,0,0
1269834,1,46,0,0
1269834,1,41,0,0
1270008,1,59,0,0
1270026,1,46,0,0
1270056,1,58,0,0
1270074,1,40,0,0
1270170,1,80,0,0
1270176,1,57,0,0
1270218,1,35,0,0
1270494,1,70,0,0
1270632,1,77,0,0
1270638,1,94,6,0
1270662,1,74,0,0
1270698,1,107,6,0
1270770,1,46,0,0
1270794,1,78,0,0
1270974,1,52,0,0
1271040,0,-1,5,0
1271130,1,72,0,0
1271154,1,86,0,0
1271220,1,30,0,0
1271250,1,80,0,0
1271256,1,104,0,0
1271262,1,22,0,0
1271502,1,40,0,0
1271514,1,90,0,0
1271532,1,63,0,0
1271622,1,61,0,0
1271634,1,64,0,0
1271694,1,30,0,0
1271700,1,80,0,0
1271862,1,60,0,0
1271862,1,28,0,0
1271868,1,41,0,0
1272036,1,67,0,0
1272078,1,91,0,0
1272180,1,80,0,0
1272192,1,55,0,0
1272246,1,64,0,0
1272282,1,69,0,0
1272396,1,53,0,0
1272402,1,37,0,0
1272456,1,29,0,0
1272462,1,49,0,0
1272486,1,49,0,0
1272570,1,28,0,0
1272594,1,33,0,0
1272678,1,72,0,0
1272798,1,57,0,0
1272798,1,56,0,0
1272888,1,67,0,0
1272900,1,37,0,0
1272960,1,65,0,0
1273026,1,38,0,0
1273104,0,-1,0,0
1273152,1,36,0,0
1273224,1,105,3,0
1273236,0,-1,5,1
1273278,1,63,0,0
1273374,1,69,0,0
1273392,1,48,0,0
1273398,1,27,0,0
1273452,1,71,0,0
1273476,0,-1,0,0
1273506,1,36,0,0
1273512,1,48,0,0
1273686,1,35,0,0
1273740,1,58,0,0
1273800,1,67,0,0
1273878,1,71,0,0
1273878,1,61,0,0
1273902,1,66,0,0
1273944,1,24,0,0
1274040,1,59,0,0
1274124,1,64,0,0
1274184,1,51,0,0
1274214,1,56,0,0
1274280,1,63,0,0
1274292,1,42,0,0
1274298,1,59,0,0
1274376,1,32,0,0
1274400,1,45,0,0
1274490,1,32,0,0
1274562,1,27,0,0
1274568,1,59,0,0
1274616,1,40,0,0
1274796,1,51,0,0
1274820,1,88,0,0
1274832,1,92,0,0
1274862,1,49,0,0
1274886,1,54,0,0
1275000,1,64,0,0
1275000,1,34,0,0
1275024,1,34,0,0
1275156,1,54,3,0
1275186,1,31,0,0
1275282,1,66,0,0
1275348,1,81,0,0
1275414,1,69,0,0
1275420,1,66,0,0
1275510,1,38,0,0
1275588,1,67,0,0
1275612,1,33,0,0
1275618,1,45,0,0
1275630,1,79,0,0
1275852,1,57,0,0
1275852,1,72,0,0
1275864,1,42,0,0
1275882,1,42,0,0
1275966,1,63,0,0
1276080,1,38,0,0
1276116,1,83,0,0
1276164,1,50,0,0
1276194,1,38,0,0
1276266,1,69,0,0
1276296,1,69,0,0
1276338,1,43,0,0
1276404,1,40,0,0
1276416,1,50,0,0
1276470,1,29,0,0
1276614,1,70,0,0
1276644,1,63,0,0
1276644,1,38,0,0
1276704,1,61,0,0
1276734,1,55,0,0
1276764,1,49,0,0
1276974,1,60,0,0
1277004,1,45,0,0
1277016,1,52,0,0
1277058,1,69,0,0
1277076,1,72,0,0
1277160,1,66,0,0
1277268,1,32,0,0
1277346,1,62,0,0
1277364,1,34,0,0
1277424,1,54,0,0
1277454,1,66,0,0
1277508,1,40,0,0
1277574,1,93,0,0
1277604,0,-1,1,0
1277670,1,51,0,0
1277694,1,58,0,0
1277748,1,54,0,0
1277844,1,40,0,0
1277862,1,68,0,0
1277982,1,68,0,0
1277982,1,52,0,0
1278060,1,36,0,0
1278120,1,62,0,0
1278156,1,77,0,0
1278180,1,53,0,0
1278264,1,47,0,0
1278366,1,31,0,0
1278420,1,60,0,0
1278480,1,54,0,0
1278498,1,39,0,0
1278588,1,71,0,0
1278594,1,38,0,0
1278678,1,93,0,0
1278732,1,52,0,0
1278774,1,49,1,0
1278900,1,51,0,0
1278912,1,54,0,0
1278924,1,41,0,0
1279074,1,57,0,0
1279086,1,52,0,0
1279110,1,33,0,0
1279260,1,127,0,0
1279272,1,49,0,0
1279332,1,43,0,0
1279398,1,52,2,0
1279404,1,84,0,0
1279458,1,33,0,0
1279518,1,68,0,0
1279608,1,56,0,0
1279686,1,47,0,0
1279698,1,61,0,0
1279926,1,78,0,0
1279962,1,74,0,0
1279980,1,47,0,0
1279986,1,98,2,0
1280082,1,79,0,0
1280160,1,79,0,0
1280256,1,45,0,0
1280268,1,51,0,0
1280346,1,70,0,0
1280346,1,44,0,0
1280382,1,67,0,0
1280514,1,43,0,0
1280544,1,64,0,0
1280628,1,47,0,0
1280646,1,63,0,0
1280724,1,63,0,0
1280754,1,62,0,0
1280796,1,42,5,0
1280958,1,52,0,0
1280976,1,77,0,0
1280994,1,61,0,0
1281090,1,49,0,0
1281138,1,30,0,0
1281138,1,64,0,0
1281342,1,103,0,0
1281390,1,50,0,0
1281546,1,92,0,0
1281558,1,70,3,0
1281576,1,73,0,0
1281648,1,51,0,0
1281846,1,50,0,0
1281864,1,148,0,0
1281918,1,45,0,0
1281996,1,101,0,0
1282080,1,36,0,0
1282104,1,31,0,0
1282110,1,89,0,0
1282128,1,95,0,0
1282266,1,45,0,0
1282356,1,85,0,0
1282476,1,62,0,0
1282530,1,70,0,0
1282536,1,68,0,0
1282608,1,88,0,0
1282644,1,63,0,0
1282746,1,35,0,0
1282794,1,53,0,0
1282866,1,85,0,0
1282896,1,61,0,0
1282950,1,57,0,0
1283016,1,45,0,0
1283106,1,77,0,0
1283136,1,57,0,0
1283226,1,60,0,0
1283328,1,56,0,0
1283346,1,35,0,0
1283370,1,59,0,0
1283472,1,61,0,0
1283514,1,28,0,0
1283622,1,112,2,0
1283652,1,71,0,0
1283658,1,48,0,0
1283718,1,41,0,0
1283718,1,65,0,0
1283946,1,38,0,0
1283988,1,55,0,0
1284006,1,82,0,0
1284060,1,57,0,0
1284066,1,69,0,0
1284078,1,70,0,0
1284168,1,37,6,0
1284258,0,-1,5,1
1284372,1,49,0,0
1284384,1,53,0,0
1284420,1,72,0,0
1284432,1,71,11,0
1284450,1,47,0,0
1284522,1,25,0,0
1284564,1,51,0,0
1284594,1,35,0,0
1284762,1,55,0,0
1284786,1,37,0,0
1284864,1,45,0,0
1284924,1,79,0,0
1284942,1,70,0,0
1284966,1,91,0,0
1285098,1,26,0,0
1285140,1,63,0,0
1285146,1,60,0,0
1285188,1,54,0,0
1285284,1,60,0,0
1285320,1,59,0,0
1285458,1,53,0,0
1285476,1,55,0,0
1285566,1,63,0,0
1285572,1,79,0,0
1285590,1,45,0,0
1285638,1,59,0,0
1285656,1,33,0,0
1285836,1,44,0,0
1285860,1,37,0,0
1285884,1,68,0,0
1285986,1,66,0,0
1286022,1,31,0,0
1286064,1,30,0,0
1286076,1,85,0,0
1286088,1,72,0,0
1286166,1,51,0,0
1286310,1,39,0,0
1286334,1,58,0,0
1286352,1,44,0,0
1286418,1,42,0,0
1286430,1,68,0,0
1286484,1,70,0,0
1286526,1,32,0,0
1286544,0,-1,0,0
1286610,1,50,0,0
1286664,1,40,0,0
1286676,1,41,0,0
1286706,1,27,0,0
1286802,1,75,0,0
1286820,1,24,0,0
1286844,1,39,0,0
1286964,1,50,0,0
1287006,1,80,0,0
1287096,1,46,0,0
1287156,1,75,0,0
1287174,1,35,0,0
1287222,1,70,0,0
1287288,1,74,0,0
1287342,1,31,0,0
1287354,1,43,0,0
1287522,1,83,0,0
1287540,1,61,0,0
1287546,1,43,0,0
1287564,1,57,0,0
1287654,1,52,6,0
1287756,1,67,0,0
1287810,1,48,0,0
1287828,1,44,0,0
1287876,1,37,0,0
1287972,1,36,0,0
1288002,0,-1,0,0
1288032,1,81,0,0
1288104,1,94,7,0
1288212,1,64,0,0
1288302,1,71,0,0
1288392,1,65,0,0
1288428,1,54,0,0
1288548,1,56,0,0
1288578,1,101,0,0
1288602,1,95,0,0
1288662,1,45,0,0
1288662,1,60,0,0
1288866,1,73,0,0
1288890,1,48,0,0
1288968,1,51,2,0
1288968,1,70,0,0
1288998,1,56,0,0
1289118,1,25,0,0
1289184,1,31,0,0
1289184,1,53,0,0
1289190,1,102,0,0
1289346,1,62,0,0
1289388,1,33,0,0
1289424,1,76,0,0
1289442,1,54,0,0
1289484,1,23,0,0
1289514,1,55,0,0
1289628,1,74,0,0
1289712,1,33,0,0
1289736,1,42,0,0
1289754,1,61,0,0
1289850,1,71,0,0
1289940,1,34,0,0
1290012,1,64,0,0
1290012,1,50,0,0
1290048,1,101,2,0
1290072,0,-1,0,0
1290180,1,71,0,0
1290186,1,55,0,0
1290216,1,34,0,0
1290294,1,59,0,0
1290360,1,52,0,0
1290426,1,41,0,0
1290576,1,84,0,0
1290576,1,65,0,0
1290726,1,81,0,0
1290738,1,74,0,0
1290744,0,-1,0,0
1290750,1,65,0,0
1290918,1,57,0,0
1291020,1,47,0,0
1291026,1,75,0,0
1291050,1,50,1,0
1291062,1,53,0,0
1291110,1,64,0,0
1291116,1,33,0,0
1291200,1,30,0,0
1291410,1,60,0,0
1291422,1,66,1,0
1291452,1,57,0,0
1291482,1,70,0,0
1291548,1,58,0,0
1291674,1,42,0,0
1291680,1,38,0,0
1291770,1,78,0,0
1291812,1,55,0,0
1291818,1,68,0,0
1291842,1,49,0,0
1291962,1,48,0,0
1292016,1,33,0,0
1292040,1,60,0,0
1292076,1,44,0,0
1292190,1,70,0,0
1292286,1,74,0,0
1292334,1,62,0,0
1292364,1,46,0,0
1292454,1,63,0,0
1292550,1,60,0,0
1292574,1,40,0,0
1292610,1,95,0,0
1292778,1,69,0,0
1292808,1,59,0,0
1292886,1,100,0,0
1292910,1,50,0,0
1292952,1,67,2,0
1292976,1,67,2,0
1293114,1,56,0,0
1293174,1,37,0,0
1293210,1,67,0,0
1293216,1,55,0,0
1293252,1,46,0,0
1293294,0,-1,0,0
1293354,1,30,0,0
1293516,1,37,0,0
1293528,1,53,0,0
1293558,1,108,0,0
1293558,1,60,0,0
1293648,1,49,0,0
1293768,1,42,0,0
1293786,1,38,3,0
1293816,1,43,0,0
1293852,1,100,0,0
1293858,1,55,0,0
1294002,0,-1,6,1
1294008,1,40,0,0
1294062,1,46,0,0
1294068,1,35,0,0
1294086,1,45,0,0
1294242,1,65,0,0
1294266,1,33,0,0
1294296,1,48,0,0
1294428,1,57,0,0
1294440,1,63,0,0
1294452,1,35,0,0
1294464,1,77,0,0
1294620,1,28,0,0
1294638,1,62,0,0
1294662,1,39,0,0
1294674,1,39,0,0
1294740,1,59,0,0
1294818,1,59,0,0
1294848,1,35,0,0
1294914,1,42,0,0
1294938,1,53,0,0
1294992,1,29,0,0
1295070,1,55,0,0
1295076,1,67,0,0
1295190,1,46,0,0
1295226,1,63,0,0
1295244,1,28,0,0
1295244,1,42,0,0
1295340,1,45,0,0
1295340,1,67,0,0
1295430,1,34,0,0
1295454,1,44,0,0
1295526,1,47,0,0
1295586,1,57,0,0
1295676,1,56,0,0
1295736,1,35,0,0
1295742,1,67,0,0
1295838,1,64,0,0
1295898,1,52,0,0
1295946,1,34,0,0
1295988,1,25,0,0
1295994,1,43,0,0
1296144,1,41,0,0
1296168,1,37,0,0
1296180,1,125,0,0
1296180,1,84,9,0
1296210,1,36,0,0
1296258,1,45,0,0
1296420,1,40,0,0
1296450,1,47,0,0
1296552,1,68,0,0
1296564,1,64,0,0
1296648,1,65,0,0
1296654,1,74,0,0
1296666,1,41,0,0
1296714,1,34,0,0
1296774,1,35,0,0
1296780,1,38,0,0
1296912,1,43,0,0
1296912,1,33,0,0
1296984,1,56,0,0
1297008,1,38,0,0
1297050,1,64,0,0
1297074,1,27,0,0
1297206,1,72,0,0
1297332,1,58,0,0
1297380,1,62,0,0
1297428,1,59,0,0
1297470,1,44,0,0
1297506,1,99,0,0
1297548,1,83,0,0
1297566,1,39,0,0
1297668,1,48,0,0
1297770,1,57,0,0
1297794,1,48,0,0
1297800,1,39,0,0
1297854,1,51,0,0
1297902,1,72,0,0
1297986,1,53,0,0
1298088,1,53,0,0
1298106,1,52,0,0
1298202,1,58,0,0
1298232,1,72,0,0
1298256,1,59,0,0
1298322,1,39,0,0
1298334,1,58,0,0
1298496,1,29,0,0
1298538,1,47,0,0
1298556,0,-1,0,0
1298658,1,71,0,0
1298772,1,105,0,0
1298826,1,48,0,0
1298844,1,85,0,0
1298874,1,63,0,0
1298880,1,54,0,0
1299030,1,62,0,0
1299084,1,43,0,0
1299234,1,76,0,0
1299276,1,72,0,0
1299282,1,33,0,0
1299324,1,74,0,0
1299354,1,54,0,0
1299372,1,83,0,0
1299570,1,56,0,0
1299582,1,43,0,0
1299594,1,53,0,0
1299594,1,52,0,0
1299798,1,34,0,0
1299846,1,82,0,0
1299858,1,44,0,0
1299888,1,53,0,0
1299900,1,53,0,0
1299978,1,101,0,0
1300080,1,47,0,0
1300128,1,40,0,0
1300164,1,53,0,0
1300164,1,31,0,0
1300182,1,47,0,0
1300296,1,73,0,0
1300332,1,28,0,0
1300374,1,35,0,0
1300416,1,56,0,0
1300428,1,41,0,0
1300482,1,59,0,0
1300578,1,41,0,0
1300662,1,61,0,0
1300728,1,41,0,0
1300824,1,75,0,0
1300836,1,53,0,0
1300854,1,46,0,0
1300878,1,77,0,0
1301046,1,64,0,0
1301088,1,44,0,0
1301100,1,44,0,0
1301112,1,64,0,0
1301166,1,52,0,0
1301256,1,63,0,0
1301310,1,44,0,0
1301334,1,37,0,0
1301358,1,43,0,0
1301382,1,49,0,0
1301472,1,27,0,0
1301520,1,52,0,0
1301562,1,51,7,0
1301568,1,39,0,0
1301742,1,37,0,0
1301772,1,65,0,0
1301796,1,39,0,0
1301868,1,66,1,0
1301874,1,80,0,0
1301880,1,52,0,0
1301922,1,25,0,0
1302060,1,53,0,0
1302066,1,45,0,0
1302072,1,33,0,0
1302168,1,48,0,0
1302300,1,72,0,0
1302342,1,70,0,0
1302414,1,56,0,0
1302426,1,61,0,0
1302426,1,60,0,0
1302468,1,45,0,0
1302642,1,57,0,0
1302654,1,31,0,0
1302666,1,54,0,0
1302702,1,46,0,0
1302744,1,53,0,0
1302822,0,-1,13,1
1302876,1,77,0,0
1302930,1,31,0,0
1302954,1,42,0,0
1302996,1,59,0,0
1303008,1,57,0,0
1303086,1,44,0,0
1303176,1,50,0,0
1303224,1,45,0,0
1303278,1,45,0,0
1303308,1,63,0,0
1303398,1,67,0,0
1303458,1,62,9,0
1303470,0,-1,2,0
1303530,1,51,0,0
1303620,1,37,0,0
1303650,1,57,0,0
1303716,1,90,0,0
1303722,1,42,0,0
1303824,1,29,0,0
1303872,1,57,0,0
1303890,1,29,0,0
1303956,1,83,0,0
1303980,1,60,0,0
1304166,1,73,0,0
1304220,1,58,0,0
1304244,1,70,0,0
1304298,1,57,0,0
1304310,1,70,0,0
1304334,1,59,0,0
1304364,1,33,0,0
1304490,1,30,0,0
1304508,1,44,0,0
1304520,1,50,0,0
1304616,1,42,0,0
1304616,1,53,0,0
1304676,1,57,0,0
1304688,1,30,0,0
1304754,1,39,0,0
1304778,1,48,0,0
1304862,1,41,0,0
1305000,1,41,0,0
1305006,1,55,0,0
1305012,1,54,0,0
1305036,1,43,0,0
1305120,1,84,0,0
1305192,1,55,0,0
1305300,1,44,0,0
1305312,1,50,0,0
1305312,1,51,0,0
1305486,1,49,0,0
1305504,1,64,0,0
1305612,1,50,0,0
1305618,1,103,11,0
1305660,1,58,0,0
1305762,1,77,0,0
1305858,1,62,0,0
1305882,1,63,0,0
1305912,1,42,0,0
1305930,1,52,0,0
1305972,1,27,3,0
1306038,1,46,0,0
1306152,1,45,0,0
1306266,0,-1,0,0
1306278,1,70,0,0
1306290,1,42,0,0
1306374,1,74,0,0
1306386,1,69,0,0
1306560,1,45,0,0
1306620,1,57,0,0
1306680,1,88,0,0
1306698,1,72,0,0
1306716,1,57,0,0
1306782,1,66,0,0
1306836,0,-1,0,0
1306848,1,38,0,0
1306920,1,60,0,0
1306974,1,46,0,0
1306986,1,45,0,0
1307106,1,43,0,0
1307142,1,60,0,0
1307208,1,62,0,0
1307328,1,31,0,0
1307412,1,71,0,0
1307442,1,78,0,0
1307442,1,56,0,0
1307478,1,93,0,0
1307634,1,51,0,0
1307658,1,36,0,0
1307682,1,34,0,0
1307700,1,82,0,0
1307712,1,50,0,0
1307754,1,52,0,0
1307844,1,27,0,0
1307874,1,40,0,0
1307982,1,54,0,0
1308060,1,36,0,0
1308096,1,64,0,0
1308120,1,41,0,0
1308174,1,79,0,0
1308180,1,33,0,0
1308216,1,77,0,0
1308330,1,45,0,0
1308432,1,36,0,0
1308462,1,61,0,0
1308522,1,53,0,0
1308546,1,62,0,0
1308576,1,76,0,0
1308636,1,34,0,0
1308774,1,74,1,0
1308810,1,29,0,0
1308858,1,52,0,0
1308882,1,60,3,0
1308924,1,77,0,0
1309044,1,78,0,0
1309074,1,50,0,0
1309086,1,46,0,0
1309140,1,43,0,0
1309188,1,44,0,0
1309224,1,61,0,0
1309290,1,34,0,0
1309302,1,43,0,0
1309368,1,49,0,0
1309512,1,54,0,0
1309542,1,67,0,0
1309578,1,46,0,0
1309596,1,51,0,0
1309656,1,72,0,0
1309722,1,59,0,0
1309806,1,44,0,0
1309890,1,63,0,0
1309902,1,54,0,0
1309938,1,47,0,0
1309962,1,61,0,0
1310082,1,60,0,0
1310196,1,43,0,0
1310202,1,41,0,0
1310226,1,70,0,0
1310298,1,66,0,0
1310340,1,63,0,0
1310400,1,29,0,0
1310460,1,63,0,0
1310544,1,57,0,0
1310550,1,59,0,0
1310658,1,43,0,0
1310682,1,57,0,0
1310754,1,34,0,0
1310760,1,50,0,0
1310880,1,56,0,0
1310940,1,107,0,0
1310946,1,48,0,0
1311036,1,47,0,0
1311090,1,55,0,0
1311102,1,65,0,0
1311132,1,42,0,0
1311162,1,37,0,0
1311312,1,37,0,0
1311324,1,27,0,0
1311384,1,73,0,0
1311540,1,73,0,0
1311546,1,39,0,0
1311552,1,28,0,0
1311618,1,82,0,0
1311630,1,51,0,0
1311732,1,100,9,0
1311774,1,24,0,0
1311864,1,54,0,0
1311912,1,60,0,0
1311954,1,68,0,0
1311972,1,40,0,0
1312170,1,92,0,0
1312182,1,53,0,0
1312218,1,41,0,0
1312224,1,52,0,0
1312326,1,92,0,0
1312362,1,68,0,0
1312536,1,59,0,0
1312560,1,56,0,0
1312578,1,60,0,0
1312596,1,45,0,0
1312632,1,45,0,0
1312680,1,85,0,0
1312890,1,59,0,0
1312998,1,53,0,0
1313034,1,76,0,0
1313046,1,81,0,0
1313160,1,45,0,0
1313184,1,70,0,0
1313226,1,38,0,0
1313274,1,38,0,0
1313304,1,45,0,0
1313382,1,26,0,0
1313430,1,45,0,0
1313622,1,73,0,0
1313670,1,48,0,0
1313676,1,62,0,0
1313736,1,190,29,0
1313754,1,54,0,0
1313784,1,85,0,0
1313886,1,36,0,0
1313952,1,55,0,0
1314018,1,39,0,0
1314078,1,54,0,0
1314090,1,59,0,0
1314120,1,74,0,0
1314144,1,32,0,0
1314258,1,62,0,0
1314270,1,42,0,0
1314288,1,35,0,0
1314300,1,35,0,0
1314372,1,42,0,0
1314462,1,53,0,0
1314528,1,45,0,0
1314540,1,45,0,0
1314594,1,51,4,0
1314642,1,57,0,0
1314666,1,49,0,0
1314792,0,-1,4,0
1314882,1,70,0,0
1314894,1,50,0,0
1315014,1,79,0,0
1315050,1,68,0,0
1315092,1,49,0,0
1315098,1,72,0,0
1315152,1,43,0,0
1315236,1,31,0,0
1315242,1,38,0,0
1315260,1,27,0,0
1315302,0,-1,0,0
1315416,1,89,0,0
1315434,1,29,0,0
1315440,1,58,0,0
1315530,1,38,0,0
1315590,1,59,0,0
1315608,1,61,0,0
1315632,1,36,0,0
1315680,1,41,0,0
1315764,1,54,0,0
1315836,1,51,0,0
1315890,1,43,0,0
1315962,1,33,0,0
1315962,1,47,0,0
1316070,1,77,0,0
1316130,1,90,0,0
1316136,1,29,0,0
1316244,1,68,0,0
1316292,1,55,0,0
1316304,1,69,0,0
1316394,1,44,0,0
1316406,1,56,0,0
1316436,1,50,0,0
1316478,1,29,0,0
1316520,1,46,0,0
1316664,1,31,0,0
1316682,1,41,0,0
1316706,1,52,0,0
1316718,1,52,0,0
1316724,1,72,0,0
1316880,1,36,0,0
1316910,1,65,0,0
1316922,1,36,0,0
1316964,1,40,0,0
1317030,1,58,0,0
1317078,1,60,0,0
1317102,1,23,0,0
1317186,1,51,0,0
1317246,1,56,0,0
1317318,1,66,0,0
1317414,1,56,0,0
1317540,1,49,0,0
1317552,1,75,0,0
1317606,1,70,0,0
1317636,1,37,0,0
1317660,1,105,0,0
1317804,1,42,0,0
1317852,1,89,0,0
1317852,1,32,0,0
1317930,1,65,0,0
1318014,1,27,0,0
1318056,1,75,0,0
1318068,1,44,0,0
1318170,1,89,0,0
1318188,1,56,0,0
1318212,1,47,0,0
1318260,1,32,0,0
1318356,1,57,0,0
1318404,1,58,0,0
1318464,1,42,0,0
1318566,1,35,0,0
1318596,1,68,0,0
1318692,1,87,0,0
1318770,1,34,0,0
1318800,1,66,0,0
1318896,1,106,0,0
1318908,1,52,0,0
1318914,1,75,0,0
1318926,1,39,0,0
1318962,1,27,0,0
1318986,1,36,0,0
1319226,1,44,0,0
1319226,1,40,0,0
1319244,1,56,0,0
1319358,1,72,0,0
1319412,1,83,0,0
1319448,1,92,0,0
1319568,1,54,0,0
1319604,1,63,0,0
1319610,1,64,0,0
1319724,1,46,0,0
1319760,1,32,0,0
1319760,1,67,1,0
1319838,1,39,0,0
1319850,1,73,9,0
1319880,1,45,0,0
1319934,1,35,0,0
1320060,0,-1,2,0
1320102,1,57,0,0
1320120,1,45,0,0
1320138,1,63,0,0
1320174,1,40,0,0
1320204,1,54,0,0
1320270,1,35,0,0
1320342,1,37,0,0
1320432,1,55,0,0
1320498,1,49,0,0
1320504,1,39,0,0
1320510,1,56,0,0
1320546,1,68,0,0
1320558,1,36,0,0
1320774,1,36,0,0
1320858,1,59,0,0
1320864,1,59,0,0
1321020,1,41,0,0
1321026,1,28,0,0
1321038,1,67,14,0
1321050,1,70,0,0
1321140,1,46,0,0
1321206,1,30,0,0
1321290,1,132,3,0
1321344,1,54,0,0
1321422,1,62,0,0
1321500,1,49,0,0
1321500,1,60,0,0
1321536,1,32,0,0
1321542,1,84,0,0
1321596,1,51,0,0
1321722,1,37,0,0
1321764,1,38,0,0
1321782,1,60,0,0
1321830,1,55,8,0
1321854,1,52,0,0
1322082,1,50,0,0
1322082,1,53,0,0
1322088,1,82,0,0
1322232,1,67,0,0
1322274,1,70,0,0
1322298,1,94,0,0
1322352,1,45,0,0
1322370,0,-1,2,0
1322400,1,53,0,0
1322436,1,58,0,0
1322514,1,47,0,0
1322538,1,40,0,0
1322592,1,40,0,0
1322628,1,43,0,0
1322652,1,36,0,0
1322688,1,48,0,0
1322700,1,31,0,0
1322736,1,33,0,0
1322958,1,61,0,0
1322970,1,57,0,0
1323030,1,63,0,0
1323042,1,57,0,0
1323072,1,64,0,0
1323078,1,57,0,0
1323138,1,30,0,0
1323210,1,28,0,0
1323288,1,43,0,0
1323366,1,66,0,0
1323408,1,56,0,0
1323426,1,36,0,0
1323456,1,53,0,0
1323468,1,30,0,0
1323516,1,63,0,0
1323762,1,49,0,0
1323798,1,62,0,0
1323810,1,74,0,0
1323822,1,69,0,0
1323966,1,74,2,0
1324020,1,32,0,0
1324068,1,41,0,0
1324128,1,61,0,0
1324134,1,113,0,0
1324182,1,36,0,0
1324188,1,63,0,0
1324218,0,-1,2,0
1324368,1,58,0,0
1324422,1,48,0,0
1324440,1,42,0,0
1324458,1,40,0,0
1324476,1,49,0,0
1324476,1,58,0,0
1324542,0,-1,0,0
1324614,1,26,0,0
1324746,1,52,0,0
1324746,1,51,0,0
1324752,1,35,0,0
1324764,1,48,0,0
1324866,1,65,0,0
1324974,1,38,0,0
1324992,1,41,0,0
1325034,1,70,0,0
1325088,1,56,0,0
1325124,1,60,0,0
1325226,1,60,0,0
1325304,1,55,0,0
1325334,1,57,0,0
1325334,0,-1,6,1
1325442,1,36,0,0
1325532,1,68,0,0
1325538,1,75,0,0
1325622,1,46,0,0
1325628,1,54,0,0
1325670,1,56,0,0
1325688,1,25,0,0
1325724,1,47,0,0
1325784,1,26,0,0
1325802,1,45,0,0
1325976,1,51,0,0
1326066,1,57,0,0
1326156,1,62,0,0
1326174,1,81,0,0
1326180,1,93,0,0
1326270,1,49,0,0
1326288,1,81,0,0
1326390,1,36,0,0
1326402,1,37,0,0
1326456,1,50,0,0
1326594,1,54,0,0
1326660,1,62,0,0
1326678,1,102,0,0
1326708,1,53,0,0
1326780,1,54,0,0
1326804,1,67,0,0
1326840,1,41,0,0
1326930,1,25,0,0
1327008,1,55,6,0
1327080,1,70,0,0
1327116,1,68,0,0
1327122,1,32,0,0
1327140,1,56,0,0
1327290,1,75,0,0
1327410,1,55,0,0
1327422,1,64,0,0
1327428,1,52,0,0
1327506,1,64,0,0
1327506,1,61,0,0
1327704,1,46,0,0
1327704,1,69,0,0
1327728,1,51,0,0
1327788,1,47,0,0
1327830,0,-1,2,0
1327842,1,72,0,0
1327890,1,31,0,0
1327932,1,68,0,0
1327944,1,36,0,0
1328004,1,29,0,0
1328088,1,41,0,0
1328106,1,53,0,0
1328154,1,35,0,0
1328346,1,76,0,0
1328376,1,74,0,0
1328400,1,66,0,0
1328424,1,53,0,0
1328424,1,45,0,0
1328442,1,59,0,0
1328526,1,30,0,0
1328640,1,40,0,0
1328688,1,44,0,0
1328718,1,32,0,0
1328772,1,55,0,0
1328838,1,33,0,0
1328874,1,75,0,0
1328892,1,29,0,0
1328892,1,34,0,0
1328964,1,98,0,0
1329090,1,33,0,0
1329270,1,63,0,0
1329276,1,73,0,0
1329282,1,53,0,0
1329348,1,96,0,0
1329354,1,80,0,0
1329390,1,50,0,0
1329570,1,49,0,0
